id,title,description,availability,condition,price,link,image_link,additional_image_link,brand
TRV-9788E364,"BETAFPV Air75 Brushless Whoop Quadcopter, Ultralight 1S 75mm Micro Who","Importado de USA. Precio final en guaraníes, todo incluido. Te lo traemos del exterior: llega en 2 a 3 semanas. Compra gestionada por Tarvo — pedinos por WhatsApp.",in stock,new,1030000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20BETAFPV%20Air75%20Brushless%20Whoop%20Quadcopter%20%28Gs%201.030.000%29,https://m.media-amazon.com/images/I/61L9gFTjv3L._AC_SL1000_.jpg,"https://m.media-amazon.com/images/I/41Hj62YnHPL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/41TkIp2n9zL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/51eI2PXaD5L._AC_SL1000_.jpg",Tarvo
TRV-39488484,Jarra Térmica Inox 2L,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,235000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Jarra%20T%C3%A9rmica%20Inox%202L%20%28Gs%20235.000%29,https://www.kube.com.py/wp-content/uploads/2021/06/965-82-1.jpg,,Tarvo
TRV-7EF13B06,Toallas 2 Piezas 72 X 133 Centímetros The Spa Collection,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,260000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Toallas%202%20Piezas%2072%20X%20133%20Cent%C3%ADmetros%20Th%20%28Gs%20260.000%29,https://pyunicentroprod.vteximg.com.br/arquivos/ids/2921426/IMG-EC067890-2808204-01.jpg?v=639220155428230000,,Tarvo
TRV-5144884D,Reloj Smartwatch Argomtech S40 Astral Sran Green Ivory Rtc80611,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,465000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Reloj%20Smartwatch%20Argomtech%20S40%20Astral%20Sr%20%28Gs%20465.000%29,https://miltonroa.github.io/mundo-ofertas/catalog/img/tupi-146185.jpg,,Tarvo
TRV-03402DEA,Anafe Mueller COOKTOP 5H Triple Llama,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,1430000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Anafe%20Mueller%20COOKTOP%205H%20Triple%20Llama%20%28Gs%201.430.000%29,https://www.gonzalezgimenez.com.py/storage/sku/mueller-anafes-y-placas-anafe-mueller-cooktop-5h-triple-llama-1-1-1721245224.jpg?v=1721245224,https://www.gonzalezgimenez.com.py/storage/sku/mueller-anafes-y-placas-anafe-mueller-cooktop-5h-triple-llama-2-1-1721245224.jpg,Tarvo
TRV-EC075A25,JBL Flip 5 Altavoz Bluetooth Inalámbrico Portátil Impermeable - Negro,"Importado de USA. Precio final en guaraníes, todo incluido. Te lo traemos del exterior: llega en 2 a 3 semanas. Compra gestionada por Tarvo — pedinos por WhatsApp.",in stock,new,700000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20JBL%20Flip%205%20Altavoz%20Bluetooth%20Inal%C3%A1mbrico%20%28Gs%20700.000%29,https://m.media-amazon.com/images/I/719Zg+4yafL._AC_SL1000_.jpg,"https://m.media-amazon.com/images/I/41ncM3hbM8L._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/51lZeBUHXtL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/41TxSy0TjRL._AC_SL1000_.jpg",Tarvo
TRV-BB7CB0AD,Waflera,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,465000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Waflera%20%28Gs%20465.000%29,https://www.kube.com.py/wp-content/uploads/2021/06/911-243-1.jpg,"https://www.kube.com.py/wp-content/uploads/2021/06/911-243-2.jpg,https://www.kube.com.py/wp-content/uploads/2021/06/911-243-3.jpg",Tarvo
TRV-2F031551,Generador Diésel 6.25 KVA 220V 50Hz Modelo DDAE6000XE Daewoo,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,12535000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Generador%20Di%C3%A9sel%206.25%20KVA%20220V%2050Hz%20Mode%20%28Gs%2012.535.000%29,https://pyunicentroprod.vteximg.com.br/arquivos/ids/2009991/IMG-EC017749-202823-01.jpg?v=638881996938570000,"https://pyunicentroprod.vteximg.com.br/arquivos/ids/2009992/IMG-EC017749-202823-02.jpg?v=638881996944030000,https://pyunicentroprod.vteximg.com.br/arquivos/ids/2009993/IMG-EC017749-202823-03.jpg?v=638881996950900000",Tarvo
TRV-4DDF5583,Estufa Calefactor Nappo Electrico De Pared Con Control Remoto Nce 262,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,285000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Estufa%20Calefactor%20Nappo%20Electrico%20De%20Par%20%28Gs%20285.000%29,https://miltonroa.github.io/mundo-ofertas/catalog/img/tupi-139959.jpg,,Tarvo
TRV-EFEFE8AE,Cafetera Arno Preferita,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,395000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Cafetera%20Arno%20Preferita%20%28Gs%20395.000%29,https://www.gonzalezgimenez.com.py/storage/sku/arno-cocina-cafetera-arno-preferita-1-1-1619617796.jpg?v=1619617796,"https://www.gonzalezgimenez.com.py/storage/sku/arno-cocina-cafetera-arno-preferita-2-1-1619617796.jpeg,https://www.gonzalezgimenez.com.py/storage/sku/arno-cocina-cafetera-arno-preferita-3-1-1619617796.jpeg",Tarvo
TRV-2226874D,"Amazfit Active 3 Premium GPS Running Smart Watch, pantalla AMOLED Sapp","Importado de USA. Precio final en guaraníes, todo incluido. Te lo traemos del exterior: llega en 2 a 3 semanas. Compra gestionada por Tarvo — pedinos por WhatsApp.",in stock,new,1205000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Amazfit%20Active%203%20Premium%20GPS%20Running%20Sma%20%28Gs%201.205.000%29,https://m.media-amazon.com/images/I/61AdmFRvbgL._AC_SL1000_.jpg,"https://m.media-amazon.com/images/I/41f925VVgYL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/41R5ovo0rVL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/41y2fYY3sHL._AC_SL1000_.jpg",Tarvo
TRV-593A8543,Juego de 2 tazas térmicas Lungo,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,210000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Juego%20de%202%20tazas%20t%C3%A9rmicas%20Lungo%20%28Gs%20210.000%29,https://www.kube.com.py/wp-content/uploads/2021/06/915-620-1.jpg,"https://www.kube.com.py/wp-content/uploads/2021/06/915-620-2.jpg,https://www.kube.com.py/wp-content/uploads/2021/06/915-620-3.jpg",Tarvo
TRV-437FF4A7,Maleta Suave 20 Bahia Spinner Negro Samsonite,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,1045000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Maleta%20Suave%2020%20Bahia%20Spinner%20Negro%20Sams%20%28Gs%201.045.000%29,https://pyunicentroprod.vteximg.com.br/arquivos/ids/2261889/IMG-EC051802-6116917-01.jpg?v=638925989775000000,,Tarvo
TRV-8D8B30F1,Plancha Jam A Vapor Vertical My Gj15B3W,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,505000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Plancha%20Jam%20A%20Vapor%20Vertical%20My%20Gj15B3W%20%28Gs%20505.000%29,https://miltonroa.github.io/mundo-ofertas/catalog/img/tupi-63822.jpg,,Tarvo
TRV-4CC0AD40,Bebedero Goodweather pie Gw-1664s F/n Bidon,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,1335000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Bebedero%20Goodweather%20pie%20Gw-1664s%20F/n%20Bi%20%28Gs%201.335.000%29,https://www.gonzalezgimenez.com.py/storage/sku/goodweather_bebederos-de-pie_bebedero-goodweather-pie-gw-1664s-fn-bidon_1_1768222061.png?v=1768222062,,Tarvo
TRV-732F60E4,"Potensic ATOM SE - Dron GPS con cámara 4K EIS, menos de 249g, 93 minut","Importado de USA. Precio final en guaraníes, todo incluido. Te lo traemos del exterior: llega en 2 a 3 semanas. Compra gestionada por Tarvo — pedinos por WhatsApp.",in stock,new,2155000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Potensic%20ATOM%20SE%20-%20Dron%20GPS%20con%20c%C3%A1mara%204%20%28Gs%202.155.000%29,https://m.media-amazon.com/images/I/61l8VATjG8L._AC_SL1000_.jpg,"https://m.media-amazon.com/images/I/41HvfJyHg4L._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/41c59onp2jL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/41RVfIuvZYL._AC_SL1000_.jpg",Tarvo
TRV-81B20104,Secador GA.MA Brilliant Ceramic,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,320000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Secador%20GA.MA%20Brilliant%20Ceramic%20%28Gs%20320.000%29,https://www.kube.com.py/wp-content/uploads/2021/06/914-3763-1-scaled-1.jpg,"https://www.kube.com.py/wp-content/uploads/2021/06/914-3763-2-scaled-1.jpg,https://www.kube.com.py/wp-content/uploads/2021/06/914-3763-3.jpg,https://www.kube.com.py/wp-content/uploads/2021/06/914-3763-4.jpg",Tarvo
TRV-2BB91900,Bota Con Cordones Junior Estampado Leopardo Marrón Niña Ficcus,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,350000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Bota%20Con%20Cordones%20Junior%20Estampado%20Leopa%20%28Gs%20350.000%29,https://pyunicentroprod.vteximg.com.br/arquivos/ids/2874450/IMG-EC062667-8613039-01.jpg?v=639142709742930000,,Tarvo
TRV-906F0A7D,Parlante Midas M Stw50 Bluetooth 50,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,490000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Parlante%20Midas%20M%20Stw50%20Bluetooth%2050%20%28Gs%20490.000%29,https://miltonroa.github.io/mundo-ofertas/catalog/img/tupi-63083.jpg,,Tarvo
TRV-34CEAB3C,Anafe Tokyo a Inducción Odalisa,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,2220000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Anafe%20Tokyo%20a%20Inducci%C3%B3n%20Odalisa%20%28Gs%202.220.000%29,https://www.gonzalezgimenez.com.py/storage/sku/tokyo-anafes-y-placas-anafe-tokyo-a-induccion-odalisa-1-1-1617918405.jpeg?v=1617918405,https://www.gonzalezgimenez.com.py/storage/sku/tokyo-anafes-y-placas-anafe-tokyo-a-induccion-odalisa-2-1-1720622893.jpg,Tarvo
TRV-26D8DCAA,"Altavoz Bluetooth de 300 W pico con 1 micrófono, subwoofer inalámbrico","Importado de USA. Precio final en guaraníes, todo incluido. Te lo traemos del exterior: llega en 2 a 3 semanas. Compra gestionada por Tarvo — pedinos por WhatsApp.",in stock,new,1580000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Altavoz%20Bluetooth%20de%20300%20W%20pico%20con%201%20mi%20%28Gs%201.580.000%29,https://m.media-amazon.com/images/I/81g+V7eHg+L._AC_SL1000_.jpg,"https://m.media-amazon.com/images/I/41B7N2fEWfL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/51qpCzvuTdL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/51WcE9EFvJL._AC_SL1000_.jpg",Tarvo
TRV-1CE5079F,Licuadora con molinillo Ariete,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,485000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Licuadora%20con%20molinillo%20Ariete%20%28Gs%20485.000%29,https://www.kube.com.py/wp-content/uploads/2021/06/929-815-1.jpg,"https://www.kube.com.py/wp-content/uploads/2021/06/929-815-2.jpg,https://www.kube.com.py/wp-content/uploads/2021/06/929-815-3.jpg,https://www.kube.com.py/wp-content/uploads/2021/06/929-815-4.jpg",Tarvo
TRV-74D2D974,Mocasín Napa Floather Madri Negro Hombre Br Sport,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,275000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Mocas%C3%ADn%20Napa%20Floather%20Madri%20Negro%20Hombre%20%28Gs%20275.000%29,https://pyunicentroprod.vteximg.com.br/arquivos/ids/2882452/IMG-EC062774-8012831-01.jpg?v=639157943416170000,,Tarvo
TRV-90C6EC13,Parlante Amazon Echo Dot Pop 1Ra Gen Lavender 023,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,370000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Parlante%20Amazon%20Echo%20Dot%20Pop%201Ra%20Gen%20Lav%20%28Gs%20370.000%29,https://miltonroa.github.io/mundo-ofertas/catalog/img/tupi-107293.jpg,,Tarvo
TRV-C49C2AEB,Anafe Tokyo a Inducción Monalisa,Precio con delivery incluido (zona de cobertura y recargo a coordinar). Entrega rápida en Paraguay. Compra gestionada por Tarvo — pedinos por WhatsApp.,in stock,new,3560000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Anafe%20Tokyo%20a%20Inducci%C3%B3n%20Monalisa%20%28Gs%203.560.000%29,https://www.gonzalezgimenez.com.py/storage/sku/tokyo-anafes-y-placas-anafe-tokyo-a-induccion-monalisa-1-1-1720276553.jpg?v=1720276553,,Tarvo
TRV-06E952E8,"Reloj inteligente para correr Garmin Forerunner 265S, pantalla AMOLED","Importado de USA. Precio final en guaraníes, todo incluido. Te lo traemos del exterior: llega en 2 a 3 semanas. Compra gestionada por Tarvo — pedinos por WhatsApp.",in stock,new,2670000 PYG,https://wa.me/595992805800?text=Hola%21%20Quiero%20pedir%3A%20Reloj%20inteligente%20para%20correr%20Garmin%20For%20%28Gs%202.670.000%29,https://m.media-amazon.com/images/I/71-wnp+C-eL._AC_SL1000_.jpg,"https://m.media-amazon.com/images/I/41m0PdQ8xWL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/31qE4LlIjWL._AC_SL1000_.jpg,https://m.media-amazon.com/images/I/41CAt3wlNdL._AC_SL1000_.jpg",Tarvo
